Monitoring-Site	Remote-Site	?	Aug2013	Jul2013	Jun2013	May2013	Apr2013	Mar2013	Feb2013	Jan2013	Dec2012	Nov2012	Oct2012	Sep2012	Aug2012	Jul2012	Jun2012	May2012	Apr2012	Mar2012	Feb2012	Jan2012	Dec2011	Nov2011	Oct2011	Sep2011	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
PK.SEECS.EDU.N6	HU.KFKI.N1	?B	206.914	219.885	209.448	214.597	336.641	222.53	208.937	213.15	197.517	194.91	196.307	180.956	189.533	183.479	175.514	174.541	228.264	178.842	279.578	327.687	317.394	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	ping.rmki.kfki.hu	HU	Europe
GOV.FNAL.N10	ES.ECM.UB.N1	?r	156.867	154.452	158.332	155.376	154.87	155.215	155.487	153.555	154.251	153.469	159.427	161.958	157.766	158.76	158.681	163.331	166.797	160.619	164.634	162.978	165.702	161.958	173.782	160.388	hepnrc.hep.net	NET	North_America	www.ecm.ub.es	ES	Europe
CH.CERN.N20	BJ.GOUV.N1	?B	113.135	113.941	114.54	115.132	125.736	114.625	125.321	162.471	169.903	117.482	115.791	113.807	114.846	114.649	124.998	123.899	0	126.409	129.5	136.807	130.676	125.029	117.875	117.735	pinger.cern.ch	CH	Europe	waib.gouv.bj	BJ	Africa
PK.LCWU.EDU.N2	CR.CUC.AC.N1	?B	373.543	0	340.792	330.277	392.454	384.478	343.502	340.276	314.763	331.731	327.375	337.147	372.454	366.289	332.748	355.67	362.112	387.144	352.092	343.613	341.848	354.213	361.778	387.242	pinger.lcwu.edu.pk	PK	South_Asia	www.cuc.ac.cr	CR	Latin_America
PK.NUML.EDU	PK.PERNMTNPOP.EDU.N2	?r	0	0	53.48	52.35	52.613	51.587	48.433	52.664	53.248	54.838	57.065	55.902	0	0	56.788	58.365	58.529	57.466	57.717	58.745	55.869	56.382	55.961	54.901	pinger.numl.edu.pk	PK	South_Asia	pingermtn.pern.edu.pk	PK	South_Asia
PK.COMSATS.EDU.N2	DZ.UNIV-SBA	?B	205.048	199.375	202.704	223.246	213.553	213.165	215.121	212.145	208.34	224.043	233.897	220.188	213.326	229.613	209.728	210.916	218.192	262.884	245.734	210.579	208.729	247.431	229.577	247.086	pinger.comsats.edu.pk	PK	South_Asia	www.univ-sba.dz	DZ	Africa
PK.LCWU.EDU.N2	UA.KHARKOV.N1	?B	210.117	0	215.537	208.504	281.048	239.583	225.401	226.194	222.898	200.367	202.44	205.727	206.572	204.993	243.563	329.333	325.348	326.515	296.514	327.765	353.625	389.576	353.784	345.772	pinger.lcwu.edu.pk	PK	South_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.PERNKHIPOP.EDU.N2	AU.AARNET.BRISBANE.NET	?B	358.715	401.743	349.944	225.584	250.748	365.713	373.054	350.93	350.004	351.828	354.584	461.587	461.7	446.006	445.207	401.961	425.339	458.108	462.479	197.139	197.998	199.85	200.613	193.898	pingerkhi.pern.edu.pk	PK	South_Asia	bne-a-ext1.aarnet.net.au	AU	Oceania
PK.NU.EDU.N2	CN.IHEP.AC.N2	?B	465.432	473.639	513.521	468.381	495.765	504.854	477.554	484.249	465.84	472.667	494.471	468.035	461.804	481.698	479.12	467.278	477.067	0	478.164	458.457	459.328	465.829	453.401	489.865	pinger.lhr.nu.edu.pk	PK	South_Asia	ihep.ac.cn	CN	East_Asia
JP.RIKEN.N3	CN.AC.N3	?M	97.233	97.984	98.374	117.236	210.197	103.784	99.281	99.013	98.878	100.266	108.367	98.171	98.384	103.082	102.574	102.249	102.422	0	101.795	102.912	100.469	99.967	100.201	99.752	ping.riken.jp	JP	East_Asia	v-www.ihep.ac.cn	CN	East_Asia
PK.CAE.SEECS.EDU	GA.TRESOR.N1	?B	447.346	400.668	336.532	330.214	363.962	424.144	379.223	509.208	505.36	470.653	470.996	451.202	374.254	405.793	386.946	399.084	419.675	480.808	439.981	497.678	834.582	1586.512	550.646	522.999	cae.seecs.edu.pk	PK	South_Asia	www.tresor.ga	GA	Africa
PK.SEECS.EDU.N6	TW.SINICA.EDU.N1	?B	473.496	494.123	490.198	479.828	471.223	523.441	513.441	514.975	522.19	535.675	520.746	354.911	454.776	464.679	441.839	389.503	396.512	372.583	361.287	359.189	362.583	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	dns.sinica.edu.tw	TW	East_Asia
EDU.SLAC.STANFORD.N3	PK.COMSATS.EDU.N2	?M	311.057	307.22	314.635	314.371	313.223	316.143	314.342	316.408	340.182	326.312	342.042	341.418	321.848	330.312	326.085	335.162	323.583	324.109	319.83	309.89	311.116	312.436	314.328	340.012	pinger.slac.stanford.edu	EDU	North_America	pinger.comsats.edu.pk	PK	South_Asia
DE.DESY.N1	PY.WWW.UNA.N1	?B	288.253	283.86	282.17	277.798	276.752	280.302	291.366	279.413	280.603	284.957	278.883	283.316	291.927	299.635	306.612	303.066	302.834	304.106	301.485	300.931	295.178	293.186	292.886	290.932	ping.desy.de	DE	Europe	www.una.py	PY	Latin_America
PK.NUISB.SEECS.EDU	ZA.TENET.AC.N1	?M	551.247	533.963	554.914	557.859	677.557	404.864	389.864	393.066	422.986	459.786	569.004	434.507	442.836	454.558	417.033	442.148	420.788	488.703	507.267	507.765	457.742	436.326	492.771	446.832	nuisb.seecs.edu.pk	PK	South_Asia	brunsvigia.tenet.ac.za	ZA	Africa
PK.PERNPWRPOP.EDU.N2	CA.CARLETON.N1	?B	0	0	0	0	0	257.367	250.229	254.139	264.242	268.447	256.553	252.002	0	251.082	249.688	253.477	252.236	254.687	252.865	250.915	255.749	267.576	254.613	250.816	pingerpwr.pern.edu.pk	PK	South_Asia	ftp.physics.carleton.ca	CA	North_America
PK.USINDH.EDU.N2	ID.DNET.NET.N1	?B	0	457.166	393.598	350.604	315.85	291.867	219.011	381.88	300.731	330.816	300.924	297.519	296.832	438.514	470.432	315.133	282.577	307.463	202.664	172.088	115.119	162.507	306.373	347.273	pinger.usindh.edu.pk	PK	South_Asia	speedtest.sby.dnet.net.id	ID	S.E._Asia
GOV.ESNET.NOC.N4	JO.SESAME.ORG.N1	?M	223.165	230.104	222.508	227.931	239.917	238.289	246.874	245.458	253.275	245.34	283.152	254.776	243.483	252.339	249.624	250.171	0	245.984	257.348	257.107	250.389	256.769	305.938	264.928	pinger.es.net	NET	North_America	pinger.sesame.org.jo	JO	Middle_East
PK.UET.EDU.N2	IL.WEIZMANN.AC.N1	?B	0	0	0	243.389	270.359	267.769	236.628	238.617	245.224	239.296	244.182	239.653	237.346	238.695	219.355	233.01	223.419	244.005	205.582	207.47	219.771	209.89	217.038	244.243	pinger.uet.edu.pk	PK	South_Asia	www.weizmann.ac.il	IL	Middle_East
PK.LCWU.EDU.N2	SN.COLLEGE.EDU.N1	?B	212.523	0	226.478	219.92	270.913	286.399	214.787	218.822	228.235	229.852	230.506	216.964	217.129	220.34	233.97	235.542	232.59	230.61	231.947	239.634	253.262	241.764	228.589	223.78	pinger.lcwu.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
CH.CERN.N20	HN.EDU.UNITEC.N1	?B	175.39	173.465	161.609	179.365	166.309	169.759	167.459	172.43	169.275	164.222	157.196	153.212	157.27	156.791	153.916	162.833	0	153.01	143.106	156.806	148.726	151.715	159.589	156.971	pinger.cern.ch	CH	Europe	www.unitec.edu	EDU	Latin_America
PK.PERNLHRPOP.EDU.N1	IL.WEIZMANN.AC.N1	?B	0	0	0	228.661	276.947	268.716	230.796	233.951	247.198	235.329	239.447	236.347	231.922	219.6	219.307	237.579	220.475	226.983	202.34	214.031	216.312	209.625	214.71	266.917	pingerlhr.pern.edu.pk	PK	South_Asia	www.weizmann.ac.il	IL	Middle_East
HK.CSE.UST.N1	GT.USAC.EDU.N1	?B	378.827	400.195	365.084	340.875	371.295	496.441	423.095	363.964	375.028	397.657	902.008	411.54	390.474	639.007	1339.4	0	0	0	254.187	275.451	286.051	291.253	0	0	pinger.cse.ust.hk	HK	East_Asia	fisica.usac.edu.gt	GT	Latin_America
EDU.STANFORD.N9	CH.EPFL.N1	?B	194.637	193.277	190.681	191.367	193.511	185.827	189.18	188.306	189.108	191.166	190.349	191.729	190.81	191.604	192.67	191.537	195.93	190.232	179.08	180.842	178.525	178.889	188.751	185.205	pinger.stanford.edu	EDU	North_America	eltca1.epfl.ch	CH	Europe
PK.USINDH.EDU.N2	BJ.GOUV.N1	?B	297.589	300.853	302.931	278.898	282.196	300.687	284.647	331.657	305.684	240.032	247.144	279.346	268.098	265.175	243.049	253.266	242.301	259.499	265.379	269.477	266.277	257.272	241.264	258.327	pinger.usindh.edu.pk	PK	South_Asia	waib.gouv.bj	BJ	Africa
PK.UOB.EDU.N3	PK.PERNSINDHUPOP.EDU.N2	?M	18.16	18.684	22.133	16.925	17.2	19.209	19.229	19.472	19.372	18.892	20.298	20.097	17.962	20.341	18.875	19.26	20.796	0	18.796	18.706	19.075	19.568	18.479	0	pinger.uob.edu.pk	PK	South_Asia	pingerjms.pern.edu.pk	PK	South_Asia
TW.NCHC.ORG.N2	UY.FISICA.EDU.N1	?B	389.073	375.967	368.368	0	0	371.47	0	0	0	357.449	367.245	361.586	437.282	493.122	386.618	379.264	385.983	376.206	378.586	378.356	378.146	383.625	383.053	384.544	pinger.nchc.org.tw	TW	East_Asia	www.fisica.edu.uy	UY	Latin_America
PK.BUITMS.SEECS.EDU	EG.EUN.N1	?B	0	0	257.948	211.206	277.309	265.906	265.653	269.025	265.983	216.423	203.095	193.511	263.21	196.413	181.382	186.251	210.257	221.087	204.028	192.45	200.627	176.274	149.396	138.964	buitms.seecs.edu.pk	PK	South_Asia	frcu.eun.eg	EG	Africa
PK.PERNFSBDPOP.EDU.N1	CN.IHEP.AC.N2	?B	467.067	475.527	470.623	466.757	0	0	0	483.273	488.003	506.137	494.271	480.478	458.82	460.154	481.604	475.178	485.473	0	460.07	462.026	470.938	486.812	457.506	467.123	pingerfsbd.pern.edu.pk	PK	South_Asia	ihep.ac.cn	CN	East_Asia
PK.NUML.EDU	PK.PERNFSBDPOP.EDU.N1	?M	0	10.845	46.7	46.532	0	0	32.599	45.223	44.748	45.398	45.471	45.818	44.264	44.707	47.777	50.06	47.894	47.818	48.46	49.377	48.891	54.397	61.704	61.362	pinger.numl.edu.pk	PK	South_Asia	pingerfsbd.pern.edu.pk	PK	South_Asia
PK.CAE.SEECS.EDU	PK.SEECS.EDU.N7	?M	71.699	74.124	80.82	104.503	73.04	74.188	74.073	166.698	93.6	59.08	52.103	34.421	35.757	42.908	30.698	39.921	38.598	48.323	32.611	49.491	0	0	0	0	cae.seecs.edu.pk	PK	South_Asia	maggie2.seecs.edu.pk	PK	South_Asia
PK.KINNAIRD.SEECS.EDU	KZ.KAZRENA.N1	?B	255.688	257.121	247.098	252.664	311.792	290.623	260.442	265.222	268.252	272.364	267.943	260.807	251.373	256.479	242.337	247.051	250.662	255.527	247.071	256.169	0	0	0	286.307	kinnaird.seecs.edu.pk	PK	South_Asia	www.kazrena.kz	KZ	Central_Asia
PK.PINGERQTA.PERN.EDU.N2	PK.NCA.EDU.N2	?M	35.213	27.708	18.268	37.573	37.486	36.134	37.209	79.808	119.645	142.251	138.125	114.337	0	39.069	41.858	152.42	148.932	153.448	40.149	39.051	38.372	37.413	41.235	37.855	pingerqta.pern.edu.pk	PK	South_Asia	pinger.nca.edu.pk	PK	South_Asia
BR.ORG.SPRACE.N2	PH.USEP.EDU.N1	?B	420.939	406.615	401.089	382.941	396.231	406.896	400.951	398.653	405.908	395.171	401.75	393.917	432.949	426.277	426.336	422.514	451.211	447.86	479.397	507.079	531.4	547.848	0	0	pinger.sprace.org.br	BR	Latin_America	www.usep.edu.ph	PH	S.E._Asia
PK.PINGER.IBA-SUK.EDU	LS.LESOTHO.GOV.N1	?B	0	338.319	341.746	336.105	334.32	324.072	336.409	324.475	328.324	346.254	334.166	330.044	323.201	346.497	391.317	406.381	423.021	402.731	401.2	401.567	403.787	397.212	401.403	377.125	pinger.iba-suk.edu.pk	PK	South_Asia	www.lesotho.gov.ls	LS	Africa
PK.NCP.EDU.N3	PK.KINNAIRD.SEECS.EDU	?M	7.244	7.618	9.833	10.004	7.797	7.761	13.903	25.714	47.057	46.929	46.934	45.946	45.923	45.762	43.664	32.134	31.565	32.943	32.389	34.632	30.868	32.224	31.108	34.028	pinger-ncp.ncp.edu.pk	PK	South_Asia	kinnaird.seecs.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	AU.AARNET.HOBART.N2	?B	367.769	411.75	364.16	287.811	302.19	368.786	372.926	350.147	344.094	350.562	352.905	471.021	466.428	439.39	456.972	385.279	452.799	462.461	449.522	460.294	460.022	462.934	451.388	455.249	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	hba-a-pm1.aarnet.net.au	AU	Oceania
IN.PUNE.CDAC.N2	AU.AARNET.PERTH.NET	?B	136.384	298.522	234.194	0	0	271.476	289.298	242.767	152.823	151.711	171.169	149.867	148.801	174.926	303.858	320.441	332.72	318.997	319.374	413.968	468.767	466.084	473.402	429.981	pinger.cdac.in	IN	South_Asia	per-a-ext1.aarnet.net.au	AU	Oceania
EDU.SLAC.STANFORD.N3	NET.ROOT-SERVERS.N3	?r	66.35	65.988	0	0	0	67.473	68.409	67.747	67.49	68.225	80.059	79.814	79.954	78.364	78.872	78.896	78.897	78.858	78.982	78.869	78.841	79.437	79.351	79.769	pinger.slac.stanford.edu	EDU	North_America	d.root-servers.net	NET	North_America
PK.ISRA.EDU.N2	CM.CAMNET.N1	?B	278.315	0	243.138	297.655	348.279	287.661	263.889	274.056	287.649	265.052	277.029	279.939	270.156	260.571	294.779	278.763	323.695	367.182	359.017	341.188	282.322	287.86	289.885	305.081	pinger.isra.edu.pk	PK	South_Asia	www.camnet.cm	CM	Africa
PK.QUEST.SEECS.EDU	ZA.TENET.AC.N1	?M	385.506	364.703	380.509	370.354	403.828	441.356	407.317	400.746	400.531	413.149	399.979	0	0	446.326	443.389	452.769	466.007	480.056	491.887	476.821	448.604	494.873	488.507	464.693	quest.seecs.edu.pk	PK	South_Asia	brunsvigia.tenet.ac.za	ZA	Africa
PK.SEECS.EDU.N6	SN.COLLEGE.EDU.N1	?B	248.117	245.994	263.19	262.287	232.47	228.005	227.414	242.216	249.312	249.718	248.632	230.667	232.791	247.794	225.539	227.221	293.235	249.461	298.637	274.638	302.551	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
PK.PERNFSBDPOP.EDU.N1	TG.REFER.ORG.N1	?B	365.943	392.518	371.058	396.661	0	0	0	322.854	361.695	400.199	1032.371	452.993	644.565	338.354	861.233	793.364	537.284	447.438	411.716	399.866	342.508	407.467	376.118	347.136	pingerfsbd.pern.edu.pk	PK	South_Asia	tg.refer.org	ORG	Africa
GOV.ESNET.NOC.N4	SK.SANET.N1	?B	169.238	170.395	167.997	168.2	167.489	169.294	170.113	171.33	172.949	173.566	186.043	183.709	183.804	184.22	183.926	183.997	184.568	183.656	183.041	183.259	185.017	183.255	183.43	183.319	pinger.es.net	NET	North_America	ba.sanet.sk	SK	Europe
PK.PINGER.IBA-SUK.EDU	TH.KMUTT.AC.N2	?B	0	296.179	258.428	241.092	183.677	268.858	268.283	366.248	353.374	366.727	350.723	325.853	309.756	366.16	358.388	290.751	388.062	414.902	388.3	366.115	367.599	399.425	461.893	460.379	pinger.iba-suk.edu.pk	PK	South_Asia	ongkot.kmutt.ac.th	TH	S.E._Asia
HK.CSE.UST.N1	KE.SWIFTKENYA.COM.N1	?B	416.97	403.821	433.341	225.083	448.626	475.294	473.937	462.22	475.625	490.594	731.146	495.283	493.412	654.627	714.945	491.16	578.068	629.61	489.762	485.538	496.692	505.732	495.572	482.298	pinger.cse.ust.hk	HK	East_Asia	ns1.swiftkenya.com	COM	Africa
PK.PINGERKHI-UOK.PERN.EDU	AM.SCI.N1	?B	0	198.067	236.059	293.616	332.055	255.955	202.147	214.845	201.809	200.796	208.019	211.304	202.056	201.988	205.234	201.257	210.556	212.851	210.893	191.802	190.942	195.179	203.218	201.899	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.SEECS.EDU.N6	PK.BUITMS.SEECS.EDU	?M	0	0	171.999	178.292	187.858	177.752	160.6	160.868	158.546	158.444	160.915	127.58	154.147	162.453	151.361	157.396	157.272	168.702	70.207	45.852	46.274	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	buitms.seecs.edu.pk	PK	South_Asia
TW.NCHC.ORG.N2	SN.COLLEGE.EDU.N1	?B	384.948	371.575	362.026	0	0	348.86	0	0	0	362.053	358.66	368.095	368.714	359.231	361.363	369.756	360.916	347.385	357.149	350.954	352.262	361.504	361.809	361.059	pinger.nchc.org.tw	TW	East_Asia	www.college.edu.sn	SN	Africa
PK.PINGER.IBA-SUK.EDU	PK.NWFPUET.EDU.N1	?M	0	41.121	43.664	42.37	41.889	42.261	41.684	55.36	54.249	73.525	70.121	64.544	66.897	64.001	72.233	77.998	90.603	80.479	86.858	83.684	83.116	79.5	71.836	72.892	pinger.iba-suk.edu.pk	PK	South_Asia	pinger.nwfpuet.edu.pk	PK	South_Asia
PK.CAE.SEECS.EDU	LK.LEARN.AC.N1	?B	324.105	360.729	288.426	261.973	233.947	371.144	360.719	465.085	311.012	255.717	251.062	260.27	249.747	289.986	293.023	248.729	288.656	327.852	420.811	299.145	355.6	403.141	290.659	261.382	cae.seecs.edu.pk	PK	South_Asia	namunu.learn.ac.lk	LK	South_Asia
PK.NCA.EDU.N2	AM.SCI.N1	?B	0	230.758	282.173	312.584	373.353	272.41	222.189	236.787	231.301	230.537	235.213	237.663	226.756	218.78	221.257	220.178	222.157	232.324	221.691	213.033	213.734	216.326	227.011	220.477	pinger.nca.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.KOHAT.EDU.N2	SV.RED.N1	?B	304.076	309.217	312.555	319.141	328.949	339.685	312.346	311.933	304.805	306.115	309.725	310.437	0	306.602	303.203	308.595	308.894	366.666	337.224	337.194	360.881	376.516	391.254	410.311	pinger.kohat.edu.pk	PK	South_Asia	cir.red.sv	SV	Latin_America
PK.NCP.EDU.N3	CN.USTC.LCG.PS.EDU.N1	?B	217.678	213.861	241.972	258.443	316.114	239.428	0	584.273	586.472	581.936	555.586	0	0	0	206.964	214.886	209.554	207.911	207.836	208.875	209.86	218.954	246.208	300.456	pinger-ncp.ncp.edu.pk	PK	South_Asia	ps.lcg.ustc.edu.cn	CN	East_Asia
PK.UET.EDU.N2	HN.EDU.UNITEC.N1	?B	358.525	329.532	333.114	347.278	358.802	370.477	371.118	346.598	362.655	367.796	346.836	341.215	343.377	351.051	349.769	371.089	353.176	367.461	313.922	298.084	289.418	298.724	296.483	316.574	pinger.uet.edu.pk	PK	South_Asia	www.unitec.edu	EDU	Latin_America
BR.ACMESECURITY.ORG	HR.CARNET.N2	?B	285.307	288.967	285.83	284.725	285.978	273.046	276.31	274.069	273.907	273.455	276.386	282.325	281.541	283.595	281.16	288.88	300.123	0	0	301.056	291.612	300.566	304.664	303.998	pinger.acmesecurity.org	ORG	Latin_America	www.carnet.hr	HR	Balkans
PK.NUISB.SEECS.EDU	TN.GNET.N1	?B	151.011	152.224	197.582	159.686	137.27	160.911	149.337	154.048	157.503	190.825	177.97	172.436	152.138	166.156	152.659	157.903	153.828	150.175	158.438	153.144	150.844	155.287	175.917	272.536	nuisb.seecs.edu.pk	PK	South_Asia	mail.gnet.tn	TN	Africa
EDU.SLAC.STANFORD.N3	ZW.PAYNET.CO.N1	?r	783.189	756.524	526.082	530.947	543.671	588.813	631.732	515.765	576.378	521.287	635.949	578.522	467.703	606.326	513.818	490.817	446.246	485.65	696.69	581.272	581.346	420.588	488.418	450.489	pinger.slac.stanford.edu	EDU	North_America	www.paynet.co.zw	ZW	Africa
GOV.DOE.N8	LV.WEB-A-LVDATS.N1	?B	132.885	129.68	146.885	151.682	140.869	145.121	126.24	125.948	125.417	125.444	128.846	130.53	130.308	127.792	126.731	124.817	125.09	125.084	126.746	130.686	131.724	127.798	126.127	131.371	pinger.ascr.doe.gov	GOV	North_America	web-a.lvdats.lv	LV	Europe
GOV.ESNET.NOC.N4	SG.SINGAREN.NET.N1	?B	190.739	190.775	191.897	192.789	192.75	193.604	194.303	194.237	193.564	194.486	205.105	194.15	193.993	193.992	193.934	197.861	194.352	204.209	211.892	193.718	193.777	206.134	207.246	195.438	pinger.es.net	NET	North_America	www.singaren.net.sg	SG	S.E._Asia
IN.CDACMUMBAI.N1	KH.CAMNET.COM.N1	?B	0	0	0	0	246.974	203.514	140.3	142.799	141.407	140.381	138.874	137.109	136.996	117.772	131.298	135.404	139.191	132.005	134.875	139.928	139.09	138.356	137.459	156.238	pinger.cdacmumbai.in	IN	South_Asia	www.camnet.com.kh	KH	S.E._Asia
PK.NWFPUET.EDU.N1	SI.UNI-MB.N1	?B	183.194	177.462	184.648	190.873	236.495	231.876	187.363	180.9	176.685	176.386	179.293	182.182	174.725	181.982	172.493	174.909	177.303	187.784	184.765	172.556	174.353	175.562	175.729	218.187	pinger.nwfpuet.edu.pk	PK	South_Asia	www.uni-mb.si	SI	Balkans
PK.KOHAT.EDU.N2	PK.LCWU.EDU.N2	?M	10.67	13.087	14.869	18.833	13.629	11.278	56.028	96.197	132.869	156.285	157.666	126.761	0	50.516	52.036	56.284	53.522	51.365	52.357	67.695	91.874	106.957	101.887	102.353	pinger.kohat.edu.pk	PK	South_Asia	pinger.lcwu.edu.pk	PK	South_Asia
PK.PERNSINDHUPOP.EDU.N2	PK.PINGERISL-FJWU.PERN.EDU	?M	24.892	24.983	30.094	28.001	26.23	25.681	25.724	26.912	26.026	26.18	26.112	42.241	0	0	0	0	0	0	27.938	30.753	27.637	72.658	71.225	28.782	pingerjms.pern.edu.pk	PK	South_Asia	pingerisl-fjwu.pern.edu.pk	PK	South_Asia
PK.NUISB.SEECS.EDU	LT.MII.N1	?B	365.357	362.424	387.939	384.446	521.577	230.735	204.088	213.52	207.234	201.085	204.164	201.803	197.003	209.763	199.274	201.596	269.883	196.282	0	275.444	334.087	202.94	191.013	305.851	nuisb.seecs.edu.pk	PK	South_Asia	julius.ktl.mii.lt	LT	Balkans
PK.QUEST.SEECS.EDU	CA.TRIUMF.N1	?M	300.62	296.279	301.397	301.966	311.158	312.254	325.771	0	315.905	348.382	317.336	0	0	307.134	318.743	334.784	350.677	343.178	354.47	359.733	355.176	374.37	333.65	329.793	quest.seecs.edu.pk	PK	South_Asia	sitka.triumf.ca	CA	North_America
PK.AIRUNIVERSITY.EDU.N2	PK.AUP.SEECS.EDU	?M	5.922	5.843	5.682	5.676	5.963	5.747	4.917	4.364	4.653	4.779	52.807	57.504	51.568	52.151	53.498	51.231	53.499	54.399	51.905	0	0	0	0	50.48	airuniversity.seecs.edu.pk	PK	South_Asia	aup.seecs.edu.pk	PK	South_Asia
EDU.SLAC.STANFORD.N3	AN.SCARLET.N1	?r	131.522	131.703	134.857	135.443	133.949	133.47	135.026	133.252	133.174	133.718	146.099	146.47	146.428	147.138	146.086	146.255	146.101	145.477	144.67	145.387	146.321	146.47	146.817	146.186	pinger.slac.stanford.edu	EDU	North_America	monitor.scarlet.an	AN	Latin_America
PK.AUP.SEECS.EDU	SN.COLLEGE.EDU.N1	?B	218.371	224.86	215.861	211.296	234.823	258.836	213.869	238.204	237.563	217.717	221.85	221.552	222.192	229.238	216.066	220.26	279.078	249.462	255.745	230.476	217.788	0	0	0	aup.seecs.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
PK.PERNSINDHUPOP.EDU.N2	AM.SCI.N1	?B	0	209.165	247.162	302.431	339.759	267.634	207.529	219.288	202.176	202.718	208.916	212.86	203.662	200.495	208.977	202.999	211.341	223.615	220.628	194.309	193.15	197.794	205.493	205.985	pingerjms.pern.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.NCA.EDU.N2	PK.KOHAT.EDU.N2	?M	12.854	13.685	13.877	19.405	13.712	11.585	36.024	85.739	132.172	157.646	157.446	151.071	0	49.74	48.751	49.497	50.26	49.105	50.176	68.895	87.139	101.664	100.42	90.608	pinger.nca.edu.pk	PK	South_Asia	pinger.kohat.edu.pk	PK	South_Asia
MY.UNIMAS.N4	GOV.FNAL.N1	?B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pinger.unimas.my	MY	S.E._Asia	fnal.fnal.gov	GOV	North_America
PK.BUITMS.SEECS.EDU	ZA.TENET.AC.N1	?M	0	0	389.899	382.145	419.702	397.961	380.765	386.373	375.992	371.121	532.008	429.623	438.013	454.889	404.329	406.777	412.268	438.206	421.006	435.889	435.245	430.5	439.082	456.383	buitms.seecs.edu.pk	PK	South_Asia	brunsvigia.tenet.ac.za	ZA	Africa
PK.NCA.EDU.N2	KZ.KAZRENA.N1	?B	261.275	254.368	274.965	256.543	309.282	292.863	265.156	265.069	266.222	273.985	271.767	261.224	250.435	248.985	242.756	246.642	243.164	255.523	248.586	265.193	272.961	271.658	278.196	301.554	pinger.nca.edu.pk	PK	South_Asia	www.kazrena.kz	KZ	Central_Asia
PK.NU.EDU.N2	ML.ORG.REFER.N1	?B	250.317	275.17	295.461	297.95	318.854	316.869	269.102	306.311	303.341	297.895	296.595	294.474	289.74	288.808	332.291	311.232	334.514	362.439	323.502	357.542	309.866	303.338	331.839	338.489	pinger.lhr.nu.edu.pk	PK	South_Asia	www.ml.refer.org	ORG	Africa
PK.PINGERLHR-GCU.PERN.EDU	GA.TRESOR.N1	?B	315.77	317.599	330.316	309.767	379.219	400.389	362.455	413.199	460.969	444.972	456.451	443.449	356.89	372.793	419.188	406.688	384.371	384.668	379.4	370.207	515.608	859.52	386.064	0	pingerlhr-gcu.pern.edu.pk	PK	South_Asia	www.tresor.ga	GA	Africa
PK.QUEST.SEECS.EDU	PK.UOB.EDU.N3	?M	19.371	21.214	22.556	21.442	21.147	21.019	44.096	37.157	40.649	43.899	43.821	0	0	47.412	47.208	65.799	70.214	0	53.093	57.136	52.13	0	46.179	41.642	quest.seecs.edu.pk	PK	South_Asia	pinger.uob.edu.pk	PK	South_Asia
PK.PINGERISL-FJWU.PERN.EDU	PK.PERNKHIPOP.EDU.N2	?M	0	0	0	0	0	24.061	24.064	24.658	24.071	24.736	0	30.421	26.239	25.031	23.821	25.267	25.794	26.242	25.312	27.997	25.66	26.563	27.238	28.366	pingerisl-fjwu.pern.edu.pk	PK	South_Asia	pingerkhi.pern.edu.pk	PK	South_Asia
PK.NUKHIMAIN.SEECS.EDU	EE.UT.N1	?B	0	242.883	253.609	249.533	374.87	189.014	162.508	165.736	165.678	167.349	169.849	167.468	160.236	172.809	162.49	162.753	167.76	176.266	283.614	286.921	319.489	333.441	319.321	318.163	nukhimain.seecs.edu.pk	PK	South_Asia	kadri.ut.ee	EE	East_Europe
PK.PIEAS.EDU.N2	IN.CDACMUMBAI.N1	?M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ns3.pieas.edu.pk	PK	South_Asia	pinger.cdacmumbai.in	IN	South_Asia
PK.COMSATS.EDU.N2	CA.TRIUMF.N1	?M	312.282	315.035	313.542	311.501	321.329	317.193	309.503	0	355.651	322.436	334.073	327.917	317.717	329.046	313.948	322.033	321.571	337.5	340.543	332.676	340.476	344.517	328.908	349.316	pinger.comsats.edu.pk	PK	South_Asia	sitka.triumf.ca	CA	North_America
